From,SourceProductId,SerialNumber,Target,MeanValue,MinimumValue,MaximumValue,StandardDeviation,Lines,Samples,InstrumentId,FilterName,MissionPhase,StartTime,EndTime,ObservationTime,ExposureDuration,FocusPosition,CenterLongitude,CenterLatitude,CenterRadius,PixelResolution,MeanGroundResolution,HasNorthPole,HasSouthPole,HasLongitudeBoundary,RightAscension,Declination,OffNadir,SolarLongitude,LocalTime,CentroidLine,CentroidSample,CentroidLatitude,CentroidLongitude,CentroidRadius,SurfaceArea,GlobalCoverage,IncidenceAngle,EmissionAngle,PhaseAngle,SubSolarGroundAzimuth,SubSpacecraftGroundAzimuth,SubSpacecraftLongitude,SubSpacecraftLatitude,SubSolarLongitude,SubSolarLatitude,TargetCenterDistance,SlantDistance,ParallaxX,ParallaxY,ShadowX,ShadowY,GisFootprint
20190328T204026S3500_pol_iofL2pan.cub,20190328T204026S3500_pol_iofL2pan,OsirisRex/PolyCam/3/0607077597.03118,Bennu,3.56102547970055e-04,2.65281014435459e-05,0.0039145527407527,4.07298920685332e-04,1024,1024,PolyCam,pan,None,2019-03-28T20:40:29.2986046,2019-03-28T20:40:29.2986046,607077698.48425,20,17551,127.47342286573,-85.806182958016,239.9357352421,0.044647080771455,0.044851487260922,FALSE,FALSE,TRUE,167.82820817684,-33.564227478217,3.2366160532891,135.41509366604,14.815562022303,895.72585973477,644.84590594138,-81.190332040708,93.04921550612,237.24166349057,0.0011505490491134,0.162672,90.610483637642,55.059285079676,46.791311751759,317.85901102683,284.87226975325,55.443606192391,-36.990831381959,85.23999253118,3.4331191111682,3.4452210459306,3.3023081977663,-0.36736412580346,-1.3833499203943,69.589064886379,62.969032367659,0103000000010000003F00000081BAA98D4A9B4640F9504713267E54C022B7647E9D604640C2264B4E335154C0F41B0ED44B414740B7BD789A830B54C0067F608E96B148404A355281100F54C01C67732946F1494080196F7E531854C0CF4F067513934C4086270CCB3B1554C01ABB439D7B054E4028408915A71A54C06E19F0E5950E4F406B4BC2F7131754C0A95FD49AFEA54F406276EEC9CA1E54C0F387930A876850406CAEB28C2B1B54C0D0C6686B80DC504002AAD547792154C03BB0314B79B15240EDF634B1A71354C0675A42D7E48F5340EA969531BB1354C0F27FA6F8AF745540448AE8FE9AF553C0EA32713EA57B574057CC84595CC953C0567ACE2E39F257407CE92F8865B353C02D2BC961BE6A58404A5BDE1AACAA53C0E83D1120C2FB58408729C408369453C06AC32DBCA7385940BEE27B32539353C0D6FB7263F77559406F0104597F7C53C0DEA7385AFC2F5A401AB6D293E05B53C0C6D1DEF908805A403AC58521937653C05CE8DBAE47D85A40694A6E5D027C53C02187AB0889215B4070E29A2B1D9253C0F54252A3B3155C409E3475FEFB9F53C06844ED5639C45C409D635A2A88B353C0D347D4AE31005D4069CB9BB7F4C253C0C36EE7BD39725D40891B69B3F0CD53C09AA85F6301DC5D40493D2A605BD053C053D63664D62D5E401B03CA47FDE553C0F3AE11643AC95E40730C242076F453C05AB1AE53127F5F403A29991DFCF253C0232BE4825D7F604043D552B33D1154C06D8EBE2F261A6140CD19D332311C54C00B224D5530F66040019E8951132354C0A63C75189C84604071089096085254C035320D6AE82F604038F93FB6156B54C00291D5D814A85F40921817F0AB8254C0610D5592248A5F4054D7826C177F54C030878A755B155F40C7723F1B389354C08A5DB43CE4B35E40443BA62B3B9354C01E32239EB60F5E408F2D211375AC54C057FE8460CA0E5D40C4069CEEC0C054C0637C1A4A4EF55C405431D1A270BE54C0DBFA7B213B2A5B40DE3C0086CAD454C06645BBD45B4D5A406AC12D960AE754C0CBD9B03964745940E8F0847BB1EE54C07E5EAE8BE742594005E79DBAD8EB54C01BF21DF41272584010754AEBAFF554C0A5EDAF186B6E5840A05B47E45BF154C0112C1DFCB99457400985401663F154C091987AA148FF554044DEC13C0AFE54C04EF8FE6D96185540C62E179B3CFE54C094B17D8900D752407215BCD770F154C05ABA03F766A0524032FE4C145AF454C0013FAAF2DC75514002CAEEB31AEF54C077E9A0F03AC84F40224364425FDF54C0A1B1BCEF38A14E40C56851478DD254C02258D9D5F9C34D4097C8B9C51CCF54C09D62FAD875A34C40AB0CA9B375BF54C0CDA4D5BC4AF049401DCF38B81EB054C0D1F635CEED314740A75A28DC168B54C081BAA98D4A9B4640F9504713267E54C0
