 1, 7.7437E+05,  1.2488E+00, -2.3460E-04
 2, 3.9266E+05,  9.5557E-01,  4.1897E-05
 3, 2.2576E+05,  1.8314E+00, -7.8410E-04
 4, 5.4572E+05,  1.5695E+00, -5.3712E-04
 5, 6.9952E+05,  1.5327E+00, -5.0237E-04
 6, 4.3152E+04,  2.3026E+00, -1.2284E-03
 7, 7.1210E+05,  1.0912E+00, -8.6054E-05
 8, 3.5521E+05, -3.5311E-01,  1.2761E-03
 9, 1.6219E+05, -1.2844E+00,  2.1543E-03
10, 5.0648E+05,  2.3988E-01,  7.1685E-04
11, 1.6909E+05, -1.8549E+00,  2.6924E-03
12, 6.6792E+05,  7.4585E-01,  2.3968E-04
