 1, 8.5180E+01,  1.2488E+00, -2.3460E-04
 2, 1.9633E+03,  9.5557E-01,  4.1897E-05
 3, 5.0232E+01,  1.8314E+00, -7.8410E-04
 4, 6.2758E+01,  1.5695E+00, -5.3712E-04
 5, 7.6947E+01,  1.5327E+00, -5.0237E-04
 6, 1.9418E+01,  2.3026E+00, -1.2284E-03
 7, 8.0114E+01,  1.0912E+00, -8.6054E-05
 8, 4.3513E+01, -3.5311E-01,  1.2761E-03
 9, 4.8655E+01, -1.2844E+00,  2.1543E-03
10, 5.4447E+01,  2.3988E-01,  7.1685E-04
11, 8.4546E+01, -1.8549E+00,  2.6924E-03
12, 6.8462E+01,  7.4585E-01,  2.3968E-04
