 1, 3.4072E+02,  8.0631E-01,  4.9021E-04, -2.9630290E-07
 2, 7.8532E+03,  9.5557E-01,  4.1897E-05,  0.0000000E+00
 3, 1.8779E+02, -1.0325E+00,  4.1604E-03, -2.1182256E-06
 4, 2.5103E+02, -1.0288E+00,  3.9466E-03, -1.9200537E-06
 5, 3.0779E+02, -2.4806E-01,  2.5649E-03, -1.3114699E-06
 6, 8.3520E+01,  4.0058E+00, -4.2228E-03,  1.3026514E-06
 7, 3.2045E+02,  1.2296E-01,  1.5675E-03, -7.0187040E-07
 8, 1.7405E+02,  1.9273E+00, -2.6913E-03,  1.7104290E-06
 9, 1.9463E+02,  2.7795E+00, -4.9030E-03,  3.0380316E-06
10, 2.1779E+02,  7.3872E-01, -1.6836E-04,  3.8775680E-07
11, 3.3818E+02,  1.7110E+00, -3.4829E-03,  2.6519439E-06
12, 2.7385E+02,  9.7077E-01, -1.8015E-04,  1.9122500E-07
