 1, 6.4287E+05,  1.2488E+00, -2.3460E-04
 2, 3.9266E+05,  9.5557E-01,  4.1897E-05
 3, 1.9776E+05,  1.8314E+00, -7.8410E-04
 4, 4.3133E+05,  1.5695E+00, -5.3712E-04
 5, 5.5759E+05,  1.5327E+00, -5.0237E-04
 6, 3.2459E+04,  2.3026E+00, -1.2284E-03
 7, 6.2956E+05,  1.0912E+00, -8.6054E-05
 8, 2.8301E+05, -3.5311E-01,  1.2761E-03
 9, 1.3610E+05, -1.2844E+00,  2.1543E-03
10, 4.2871E+05,  2.3988E-01,  7.1685E-04
11, 1.0168E+05, -1.8549E+00,  2.6924E-03
12, 5.2562E+05,  7.4585E-01,  2.3968E-04
