J2000Q0,J2000Q1,J2000Q2,J2000Q3,ET
0.73322319676984,0.032371015985559,0.57909301212816,0.35494667817437,258141077.53886
0.7332231746826,0.032371013241897,0.57909303609158,0.35494668495467,258141077.53896
0.73322315258866,0.032371010496537,0.57909306006345,0.35494669173515,258141077.53905
0.7332231305018,0.03237100775147,0.57909308402878,0.35494669851168,258141077.53915
0.73322310840812,0.032371005006396,0.57909310800226,0.35494670528897,258141077.53924
0.7332230863214,0.032371002263313,0.57909313196889,0.35494671206288,258141077.53934
0.73322306422799,0.032370999518535,0.57909315594398,0.35494671883697,258141077.53943
0.73322304214164,0.032370996774045,0.57909317991252,0.35494672560711,258141077.53953
0.73322302004849,0.03237099402955,0.57909320388922,0.35494673237802,258141077.53962
0.73322299796229,0.03237099128705,0.57909322785907,0.35494673914553,258141077.53972
0.73322297587634,0.032370988542995,0.57909325183002,0.35494674591089,258141077.53982
0.73322295378357,0.032370985798941,0.57909327580914,0.35494675267699,258141077.53991
0.73322293169776,0.032370983056872,0.5790932997814,0.35494675943972,258141077.54001
0.73322290960525,0.032370980313113,0.57909332376213,0.35494676620263,258141077.5401
0.73322288751969,0.032370977571334,0.57909334773601,0.35494677296217,258141077.5402
0.73322286542756,0.032370974826167,0.57909337171865,0.35494677972131,258141077.54029
0.73322284334226,0.032370972084686,0.57909339569414,0.35494678647765,258141077.54039
0.73322282125026,0.03237096934151,0.5790934196781,0.35494679323417,258141077.54048
0.73322279916533,0.03237096659862,0.57909344365551,0.35494679998675,258141077.54058
0.73322277707347,0.032370963857433,0.57909346764078,0.35494680674065,258141077.54068
0.7332227549888,0.032370961114842,0.57909349161981,0.35494681349003,258141077.54077
0.73322273290425,0.032370958372396,0.57909351559964,0.35494682023781,258141077.54087
0.73322271081288,0.032370955629949,0.57909353958764,0.35494682698635,258141077.54096
0.73322268872859,0.0323709528878,0.57909356356909,0.35494683373093,258141077.54106
0.73322266663736,0.032370950147346,0.57909358755841,0.35494684047684,258141077.54115
0.7332226445532,0.032370947407185,0.57909361154117,0.35494684721881,258141077.54125
0.73322262246234,0.032370944665332,0.57909363553241,0.35494685396094,258141077.54134
0.73322260037855,0.032370941923773,0.57909365951711,0.35494686069914,258141077.54144
0.73322257828793,0.032370939182209,0.57909368350997,0.35494686743809,258141077.54153
0.73322255620439,0.032370936440942,0.57909370749628,0.3549468741731,258141077.54163
0.73322253412085,0.032370933701522,0.5790937314831,0.35494688090707,258141077.54173
0.73322251203062,0.032370930960408,0.5790937554784,0.35494688764122,258141077.54182
0.73322248994744,0.032370928219587,0.57909377946715,0.35494689437143,258141077.54192
0.73322246785745,0.032370925478771,0.57909380346407,0.35494690110239,258141077.54201
0.73322244577453,0.032370922738246,0.57909382745445,0.35494690782941,258141077.54211
0.73322242368467,0.032370919999425,0.57909385145269,0.35494691455773,258141077.5422
0.73322240160199,0.032370917259195,0.57909387544469,0.35494692128156,258141077.5423
0.73322237951249,0.032370914518973,0.57909389944487,0.35494692800612,258141077.54239
0.73322235742994,0.032370911780744,0.5790939234382,0.35494693472731,258141077.54249
0.73322233534763,0.032370909040959,0.57909394743264,0.35494694144635,258141077.54259
0.7332223132585,0.03237090630119,0.57909397143526,0.35494694816611,258141077.54268
0.73322229117631,0.032370903563406,0.57909399543103,0.35494695488252,258141077.54278
0.73322226908743,0.03237090082393,0.57909401943528,0.35494696159909,258141077.54287
0.7332222470056,0.032370898084752,0.57909404343299,0.35494696831172,258141077.54297
0.73322222491695,0.032370895345579,0.57909406743887,0.3549469750251,258141077.54306
0.73322220283537,0.032370892606693,0.5790940914382,0.35494698173454,258141077.54316
0.73322218074685,0.032370889869521,0.57909411544542,0.35494698844529,258141077.54325
0.7332221586655,0.032370887130938,0.57909413944639,0.35494699515153,258141077.54335
0.73322213657734,0.032370884392363,0.57909416345554,0.35494700185852,258141077.54344
0.73322211449612,0.032370881655786,0.57909418745784,0.35494700856213,258141077.54354
0.73322209241514,0.032370878917658,0.57909421146126,0.35494701526358,258141077.54364
0.73322207032722,0.032370876181234,0.57909423547257,0.35494702196634,258141077.54373
0.73322204824647,0.032370873443409,0.57909425947763,0.35494702866459,258141077.54383
0.7332220261589,0.032370870705588,0.57909428349087,0.35494703536358,258141077.54392
0.73322200407839,0.032370867968065,0.57909430749756,0.35494704205864,258141077.54402
0.73322198199106,0.032370865230551,0.57909433151245,0.35494704875443,258141077.54411
0.73322195991067,0.032370862495027,0.57909435552048,0.35494705544687,258141077.54421
0.73322193782358,0.032370859757817,0.579094379537,0.35494706213946,258141077.5443
0.73322191574354,0.0323708570209,0.57909440354698,0.35494706882813,258141077.5444
0.73322189366361,0.032370854284136,0.57909442755778,0.35494707551519,258141077.5445
0.73322187157687,0.03237085154738,0.57909445157676,0.35494708220299,258141077.54459
0.73322184949707,0.032370848812617,0.5790944755889,0.35494708888743,258141077.54469
0.73322182741045,0.032370846077864,0.57909449960923,0.3549470955726,258141077.54478
0.7332218053311,0.032370843340011,0.57909452362361,0.35494710225271,258141077.54488
0.73322178324471,0.032370840605562,0.57909454764559,0.35494710893468,258141077.54497
0.73322176116549,0.032370837869712,0.57909457166131,0.35494711561216,258141077.54507
0.73322173907944,0.03237083513387,0.57909459568523,0.35494712229036,258141077.54516
0.73322171700034,0.032370832400025,0.57909461970231,0.35494712896521,258141077.54526
0.73322169492146,0.032370829664634,0.5790946437205,0.3549471356379,258141077.54535
0.73322167283576,0.032370826929255,0.57909466774689,0.3549471423113,258141077.54545
0.73322165075711,0.032370824194175,0.57909469176674,0.35494714898078,258141077.54555
0.73322162867164,0.032370821459101,0.57909471579478,0.35494715565099,258141077.54564
0.73322160659311,0.032370818726021,0.57909473981598,0.35494716231785,258141077.54574
0.73322158450786,0.032370815991253,0.57909476384567,0.35494716898487,258141077.54583
0.73322156242956,0.032370813258483,0.57909478786851,0.35494717564853,258141077.54593
0.73322154034465,0.032370810522331,0.57909481190016,0.35494718231177,258141077.54602
0.73322151826658,0.032370807789867,0.57909483592465,0.35494718897223,258141077.54612
0.73322149618178,0.032370805055721,0.57909485995765,0.35494719563284,258141077.54621
0.73322147410393,0.032370802323565,0.5790948839838,0.35494720229011,258141077.54631
0.7332214520263,0.03237079958987,0.57909490801108,0.35494720894521,258141077.54641
0.73322142994185,0.032370796856186,0.57909493204655,0.35494721560103,258141077.5465
0.73322140786445,0.032370794122798,0.57909495607549,0.35494722225293,258141077.5466
0.73322138578022,0.032370791389429,0.57909498011262,0.35494722890554,258141077.54669
0.73322136370292,0.032370788658045,0.57909500414291,0.35494723555482,258141077.54679
0.73322134161892,0.032370785924987,0.5790950281817,0.35494724220423,258141077.54688
0.73322131954184,0.032370783193918,0.57909505221365,0.35494724885031,258141077.54698
0.73322129745806,0.032370780461163,0.5790950762541,0.35494725549653,258141077.54707
0.73322127538132,0.032370777728713,0.57909510028801,0.35494726213883,258141077.54717
0.73322125330458,0.032370774998111,0.57909512432244,0.35494726878011,258141077.54726
0.73322123122112,0.03237077226583,0.57909514836538,0.35494727542153,258141077.54736
0.73322120914472,0.032370769533843,0.57909517240178,0.35494728205904,258141077.54746
0.73322118706148,0.032370766801868,0.57909519644638,0.35494728869727,258141077.54755
0.73322116498529,0.032370764070201,0.57909522048444,0.35494729533157,258141077.54765
0.73322114290227,0.03237076133854,0.57909524453071,0.3549473019666,258141077.54774
0.73322112082619,0.032370758608878,0.57909526857013,0.35494730859828,258141077.54784
0.73322109874339,0.032370755877534,0.57909529261806,0.3549473152301,258141077.54793
0.73322107666763,0.032370753146489,0.57909531665945,0.35494732185802,258141077.54803
0.73322105459187,0.032370750417299,0.57909534070137,0.3549473284849,258141077.54812
0.7332210325094,0.032370747686426,0.5790953647518,0.35494733511193,258141077.54822
0.73322101043397,0.032370744955852,0.57909538879568,0.35494734173504,258141077.54832
0.73322098835171,0.032370742225297,0.57909541284778,0.35494734835886,258141077.54841
0.73322096627638,0.032370739496733,0.57909543689303,0.35494735497936,258141077.54851
0.73322094419433,0.032370736766491,0.5790954609468,0.35494736159998,258141077.5486
0.73322092211932,0.032370734036547,0.57909548499402,0.3549473682167,258141077.5487
0.73322090003749,0.032370731306621,0.57909550904946,0.35494737483412,258141077.54879
0.73322087796258,0.032370728578693,0.57909553309805,0.35494738144821,258141077.54889
0.73322085588096,0.032370725849086,0.57909555715516,0.35494738806244,258141077.54898
0.73322083380638,0.032370723119773,0.57909558120573,0.35494739467276,258141077.54908
0.73322081173179,0.032370720392322,0.57909560525683,0.35494740128205,258141077.54917
0.73322078965049,0.032370717663187,0.57909562931645,0.35494740789148,258141077.54927
0.73322076757611,0.032370714936053,0.57909565336922,0.35494741449757,258141077.54937
0.73322074549501,0.032370712207235,0.57909567743051,0.35494742110379,258141077.54946
0.73322072342095,0.032370709478719,0.57909570148526,0.35494742770612,258141077.54956
0.73322070134006,0.032370706750225,0.57909572554823,0.35494743430914,258141077.54965
0.73322067926622,0.03237070402203,0.57909574960466,0.35494744090826,258141077.54975
0.73322065718553,0.032370701293847,0.5790957736693,0.35494744750809,258141077.54984
0.73322063511178,0.032370698567671,0.57909579772711,0.35494745410458,258141077.54994
0.73322061303824,0.03237069583995,0.57909582178605,0.35494746069891,258141077.55003
0.73322059095787,0.03237069311225,0.57909584585321,0.35494746729393,258141077.55013
0.73322056888454,0.032370690384855,0.57909586991383,0.35494747388506,258141077.55023
0.73322054680426,0.032370687659178,0.57909589398238,0.35494748047744,258141077.55032
0.73322052473102,0.032370684933794,0.57909591804438,0.35494748706594,258141077.55042
0.73322050265105,0.032370682206739,0.57909594211491,0.35494749365456,258141077.55051
0.73322048057824,0.032370679478285,0.57909596617919,0.35494750023872,258141077.55061
0.73322045849837,0.032370676753246,0.5790959902511,0.35494750682471,258141077.5507
0.73322043642565,0.032370674026816,0.57909601431677,0.35494751340624,258141077.5508
0.73322041435291,0.032370671302236,0.57909603838298,0.35494751998674,258141077.55089
0.73322039227345,0.032370668575988,0.57909606245771,0.35494752656735,258141077.55099
0.73322037020103,0.032370665850036,0.57909608652591,0.35494753314408,258141077.55108
0.73322034812178,0.032370663124107,0.57909611060233,0.3549475397215,258141077.55118
0.73322032604956,0.032370660398479,0.57909613467221,0.35494754629502,258141077.55128
0.7332203039705,0.032370657672873,0.57909615875032,0.35494755286924,258141077.55137
0.73322028189836,0.032370654949266,0.57909618282159,0.35494755944013,258141077.55147
0.73322025981951,0.032370652223987,0.57909620690138,0.35494756601115,258141077.55156
0.73322023774757,0.032370649500704,0.57909623097434,0.35494757257884,258141077.55166
0.73322021566902,0.032370646774047,0.57909625505613,0.35494757914609,258141077.55175
0.73322019359728,0.032370644051091,0.57909627913078,0.35494758571058,258141077.55185
0.73322017152564,0.032370641328293,0.57909630320627,0.35494759227348,258141077.55194
0.73322014944728,0.032370638603825,0.57909632729029,0.35494759883649,258141077.55204
0.73322012737595,0.032370635879656,0.57909635136778,0.35494760539561,258141077.55214
0.73322010529777,0.032370633155515,0.5790963754535,0.35494761195542,258141077.55223
0.73322008322664,0.032370630431675,0.57909639953267,0.35494761851134,258141077.55233
0.73322006114866,0.032370627707857,0.57909642362009,0.35494762506795,258141077.55242
0.7332200390776,0.032370624986037,0.57909644770066,0.35494763162124,258141077.55252
0.73322001699982,0.032370622262548,0.57909647178977,0.35494763817465,258141077.55261
0.73321999492896,0.032370619541055,0.57909649587203,0.35494764472474,258141077.55271
0.73321997285842,0.032370616816335,0.57909651995575,0.35494765127209,258141077.5528
0.73321995078081,0.032370614095036,0.5790965440471,0.35494765782126,258141077.5529
0.73321992871023,0.032370611374036,0.57909656813192,0.35494766436655,258141077.55299
0.73321990663293,0.032370608651365,0.57909659222527,0.35494767091195,258141077.55309
0.73321988456265,0.032370605928996,0.57909661631208,0.35494767745347,258141077.55319
0.73321986248554,0.032370603206653,0.57909664040714,0.35494768399567,258141077.55328
0.73321984041546,0.032370600484615,0.57909666449565,0.35494769053399,258141077.55338
0.73321981833853,0.032370597762602,0.5790966885924,0.35494769707298,258141077.55347
0.73321979626852,0.032370595042588,0.57909671268232,0.35494770360867,258141077.55357
0.73321977419872,0.032370592321044,0.57909673677338,0.35494771014218,258141077.55366
0.73321975212208,0.032370589599529,0.57909676087269,0.35494771667638,258141077.55376
0.73321973005235,0.032370586880011,0.57909678496516,0.35494772320726,258141077.55385
0.73321970797589,0.032370584158823,0.57909680906618,0.35494772973825,258141077.55395
0.73321968590646,0.032370581437939,0.57909683316065,0.35494773626536,258141077.55405
0.73321966383019,0.032370578717084,0.57909685726337,0.35494774279315,258141077.55414
0.73321964176084,0.032370575998232,0.57909688135925,0.35494774931762,258141077.55424
0.73321961968475,0.032370573277706,0.57909690546368,0.35494775584221,258141077.55433
0.73321959761569,0.032370570557483,0.57909692956156,0.35494776236292,258141077.55443
0.73321957553978,0.032370567837294,0.5790969536677,0.3549477688843,258141077.55452
0.73321955347079,0.0323705651191,0.57909697776699,0.35494777540238,258141077.55462
0.73321953140201,0.032370562399383,0.57909700186744,0.35494778191828,258141077.55471
0.73321950932638,0.032370559679689,0.57909702597614,0.35494778843486,258141077.55481
0.73321948725766,0.032370556961999,0.579097050078,0.35494779494813,258141077.5549
0.73321946518221,0.03237055424264,0.57909707418841,0.3549478014615,258141077.555
0.73321944311367,0.032370551525284,0.57909709829199,0.35494780797157,258141077.5551
0.73321942103852,0.032370548804559,0.57909712240441,0.35494781448118,258141077.55519
0.73321939897016,0.032370546087534,0.57909714650969,0.35494782098805,258141077.55529
0.73321937689507,0.032370543368848,0.57909717062353,0.35494782749501,258141077.55538
0.733219354827,0.032370540650461,0.57909719473083,0.35494783399811,258141077.55548
0.73321933275892,0.032370537933944,0.57909721883869,0.35494784050017,258141077.55557
0.73321931068409,0.032370535215758,0.5790972429551,0.35494784700233,258141077.55567
0.73321928861629,0.032370532497874,0.57909726706497,0.35494785350062,258141077.55576
0.73321926654165,0.032370529780024,0.57909729118311,0.35494785999958,258141077.55586
0.73321924447402,0.032370527062477,0.57909731529469,0.35494786649467,258141077.55596
0.73321922239944,0.032370524346662,0.57909733941424,0.35494787299099,258141077.55605
0.73321920033188,0.032370521631149,0.57909736352725,0.35494787948345,258141077.55615
0.73321917825758,0.032370518913973,0.57909738764882,0.354947885976,258141077.55624
0.73321915619042,0.032370516195403,0.57909741176415,0.35494789246411,258141077.55634
0.73321913412312,0.032370513480397,0.57909743587974,0.35494789895176,258141077.55643
0.73321911204909,0.032370510763731,0.57909746000389,0.3549479054395,258141077.55653
0.73321908998196,0.032370508049064,0.5790974841212,0.35494791192395,258141077.55662
0.73321906790809,0.032370505332731,0.57909750824707,0.35494791840849,258141077.55672
0.73321904584125,0.032370502616702,0.5790975323664,0.35494792488917,258141077.55681
0.73321902376756,0.032370499900709,0.579097556494,0.35494793137051,258141077.55691
0.73321900170089,0.032370497185027,0.57909758061506,0.35494793784797,258141077.55701
0.73321897962737,0.032370494469372,0.57909760474438,0.35494794432611,258141077.5571
0.73321895756075,0.032370491755722,0.57909762886687,0.35494795080095,258141077.5572
0.7332189354874,0.032370489040409,0.57909765299792,0.35494795727587,258141077.55729
0.73321891342095,0.032370486327098,0.57909767712213,0.35494796374751,258141077.55739
0.7332188913547,0.032370483612262,0.5790977012475,0.35494797021697,258141077.55748
0.7332188692816,0.032370480897464,0.57909772538115,0.35494797668709,258141077.55758
0.73321884721541,0.032370478184663,0.57909774950795,0.35494798315392,258141077.55767
0.73321882514247,0.032370475470204,0.57909777364332,0.35494798962084,258141077.55777
0.73321880307656,0.032370472756047,0.57909779777215,0.3549479960839,258141077.55787
0.73321878100379,0.032370470041928,0.57909782190926,0.35494800254761,258141077.55796
0.73321875893804,0.03237046732812,0.57909784603982,0.35494800900745,258141077.55806
0.73321873686544,0.032370464614343,0.57909787017866,0.35494801546796,258141077.55815
0.73321871479974,0.03237046190257,0.57909789431066,0.35494802192518,258141077.55825
0.73321869273412,0.03237045919097,0.57909791844352,0.3549480283808,258141077.55834
0.73321867066176,0.032370456477708,0.57909794258496,0.3549480348365,258141077.55844
0.73321864859642,0.032370453764755,0.57909796671986,0.35494804128834,258141077.55853
0.73321862652423,0.032370451051842,0.57909799086303,0.35494804774082,258141077.55863
0.73321860445894,0.032370448340925,0.57909801499937,0.35494805419004,258141077.55872
0.7332185823869,0.032370445628351,0.57909803914428,0.35494806063933,258141077.55882
0.73321856032188,0.032370442916086,0.57909806328265,0.35494806708476,258141077.55892
0.73321853825001,0.032370440203857,0.5790980874293,0.35494807353084,258141077.55901
0.73321851618516,0.032370437491942,0.57909811156941,0.35494807997306,258141077.55911
0.73321849412026,0.03237043478189,0.57909813571009,0.35494808641426,258141077.5592
0.73321847204863,0.03237043207018,0.57909815985934,0.35494809285554,258141077.5593
0.73321844998401,0.032370429358779,0.57909818400207,0.35494809929296,258141077.55939
0.73321842791254,0.032370426647419,0.57909820815307,0.35494810573102,258141077.55949
0.73321840584796,0.032370423938059,0.57909823229723,0.35494811216581,258141077.55958
0.73321838377675,0.032370421225343,0.57909825645027,0.35494811860011,258141077.55968
0.73321836171234,0.032370418516332,0.57909828059617,0.35494812503169,258141077.55978
0.73321833964117,0.032370415805666,0.57909830475066,0.35494813146335,258141077.55987
0.73321831757691,0.032370413097001,0.57909832889831,0.35494813789172,258141077.55997
0.7332182955059,0.032370410386678,0.57909835305454,0.35494814432018,258141077.56006
0.73321827344191,0.032370407676668,0.57909837720423,0.35494815074478,258141077.56016
0.73321825137788,0.032370404968526,0.5790984013545,0.35494815716835,258141077.56025
0.7332182293071,0.032370402258728,0.57909842551335,0.35494816359199,258141077.56035
0.73321820724334,0.032370399549237,0.57909844966566,0.35494817001179,258141077.56044
0.73321818517271,0.032370396839788,0.57909847382627,0.35494817643222,258141077.56054
0.73321816310899,0.032370394132352,0.57909849798003,0.35494818284937,258141077.56063
0.73321814103852,0.032370391423247,0.57909852214238,0.35494818926661,258141077.56073
0.73321811897494,0.032370388716158,0.57909854629789,0.35494819568056,258141077.56083
0.73321809690473,0.032370386005713,0.57909857046229,0.35494820209401,258141077.56092
0.73321807484131,0.032370383298969,0.57909859461956,0.35494820850476,258141077.56102
0.73321805277807,0.032370380590705,0.57909861877799,0.35494821491334,258141077.56111
0.73321803070798,0.032370377882484,0.57909864294472,0.35494822132255,258141077.56121
0.73321800864477,0.032370375176269,0.57909866710462,0.35494822772849,258141077.5613
0.73321798657483,0.032370372468396,0.5790986912731,0.3549482341345,258141077.5614
0.73321796451189,0.032370369760836,0.57909871543505,0.35494824053666,258141077.56149
0.73321794244209,0.032370367053317,0.57909873960529,0.35494824693946,258141077.56159
0.73321792037929,0.032370364346112,0.57909876376899,0.35494825333842,258141077.56169
0.73321789830952,0.032370361640641,0.57909878794068,0.35494825973858,258141077.56178
0.73321787624676,0.032370358935483,0.57909881210584,0.3549482661349,258141077.56188
0.7332178541843,0.032370356227106,0.57909883627248,0.35494827252849,258141077.56197
0.73321783211475,0.032370353522169,0.57909886044681,0.35494827892384,258141077.56207
0.73321781005232,0.032370350815843,0.57909888461491,0.35494828531478,258141077.56216
0.73321778798303,0.032370348109561,0.5790989087913,0.35494829170636,258141077.56226
0.73321776592063,0.032370345405284,0.57909893296086,0.35494829809467,258141077.56235
0.73321774385148,0.032370342699365,0.57909895713902,0.35494830448303,258141077.56245
0.73321772178934,0.032370339993748,0.57909898131063,0.35494831086756,258141077.56254
0.73321769972033,0.032370337288177,0.57909900549055,0.35494831725272,258141077.56264
0.73321767765832,0.032370334582913,0.57909902966393,0.35494832363405,258141077.56274
0.73321765558946,0.032370331877697,0.57909905384561,0.354948330016,258141077.56283
0.73321763352748,0.032370329174495,0.57909907802046,0.35494833639468,258141077.56293
0.73321761146557,0.032370326471459,0.57909910219618,0.35494834277177,258141077.56302
0.73321758939692,0.032370323766778,0.57909912638051,0.35494834914891,258141077.56312
0.73321756733527,0.032370321062417,0.5790991505583,0.35494835552221,258141077.56321
0.73321754526675,0.032370318358089,0.5790991747444,0.35494836189615,258141077.56331
0.73321752320512,0.032370315655772,0.57909919892365,0.35494836826682,258141077.5634
0.73321750113674,0.032370312951807,0.57909922311152,0.35494837463755,258141077.5635
0.73321747907536,0.032370310248152,0.57909924729285,0.35494838100444,258141077.5636
0.73321745700711,0.032370307544543,0.57909927148248,0.35494838737196,258141077.56369
0.73321743494587,0.032370304841245,0.57909929566558,0.35494839373565,258141077.56379
0.73321741288458,0.032370302139828,0.57909931984926,0.3549484000983,258141077.56388
0.73321739081654,0.032370299436758,0.57909934404155,0.35494840646101,258141077.56398
0.73321736875539,0.032370296735693,0.579099368227,0.35494841282046,258141077.56407
0.73321734668748,0.032370294032983,0.57909939242106,0.35494841917996,258141077.56417
0.73321732462657,0.032370291330584,0.57909941660859,0.35494842553563,258141077.56426
0.7332173025588,0.032370288628236,0.57909944080442,0.35494843189191,258141077.56436
0.73321728049791,0.032370285927895,0.57909946499342,0.35494843824495,258141077.56445
0.73321725843027,0.032370283225908,0.57909948919103,0.35494844459802,258141077.56455
0.73321723636963,0.032370280524229,0.57909951338211,0.35494845094728,258141077.56465
0.73321721430905,0.032370277822732,0.57909953757407,0.35494845729493,258141077.56474
0.73321719224161,0.032370275121283,0.57909956177435,0.3549484636432,258141077.56484
0.73321717018105,0.032370272421844,0.57909958596779,0.35494846998822,258141077.56493
0.73321714811373,0.03237026972076,0.57909961016984,0.35494847633327,258141077.56503
0.73321712605341,0.032370267019984,0.57909963436536,0.35494848267451,258141077.56512
0.73321710398623,0.032370264319264,0.57909965856919,0.35494848901636,258141077.56522
0.73321708192592,0.032370261620551,0.57909968276619,0.35494849535495,258141077.56531
0.73321705985898,0.032370258918491,0.57909970697211,0.35494850169303,258141077.56541
0.7332170377988,0.032370256220143,0.57909973117089,0.35494850802842,258141077.56551
0.73321701573176,0.032370253521842,0.57909975537798,0.35494851436442,258141077.5656
0.73321699367182,0.032370250822153,0.57909977957884,0.35494852069604,258141077.5657
0.73321697161195,0.032370248122655,0.5790998037806,0.35494852702604,258141077.56579
0.73321694954521,0.032370245423207,0.57909982799067,0.35494853335666,258141077.56589
0.73321692748534,0.032370242725767,0.5790998521939,0.35494853968403,258141077.56598
0.73321690541873,0.032370240026681,0.57909987640576,0.35494854601144,258141077.56608
0.7332168833591,0.032370237327908,0.57909990061108,0.35494855233503,258141077.56617
0.73321686129261,0.032370234629188,0.57909992482473,0.35494855865923,258141077.56627
0.73321683923299,0.032370231932479,0.57909994903154,0.35494856498018,258141077.56636
0.73321681716662,0.032370229234125,0.57909997324697,0.35494857130117,258141077.56646
0.73321679510713,0.032370226537782,0.57909999745557,0.35494857761892,258141077.56656
0.7332167730478,0.032370223839921,0.57910002166536,0.35494858393449,258141077.56665
0.73321675098161,0.032370221142119,0.57910004588347,0.35494859025067,258141077.56675
0.73321672892242,0.032370218444629,0.57910007009505,0.35494859656303,258141077.56684
0.73321670685634,0.032370215747192,0.57910009431496,0.35494860287599,258141077.56694
0.73321668479715,0.032370213051767,0.57910011852803,0.35494860918572,258141077.56703
0.7332166627312,0.032370210354699,0.57910014274973,0.35494861549547,258141077.56713
0.73321664067224,0.032370207657944,0.5791001669649,0.35494862180142,258141077.56722
0.7332166186064,0.032370204961242,0.57910019118839,0.35494862810797,258141077.56732
0.73321659654745,0.032370202266555,0.57910021540505,0.35494863441127,258141077.56742
0.73321657448855,0.03237019957205,0.5791002396226,0.35494864071297,258141077.56751
0.73321655242289,0.032370196875902,0.57910026384879,0.3549486470147,258141077.56761
0.73321653036434,0.032370194178373,0.57910028806874,0.35494865331205,258141077.5677
0.73321650829868,0.032370191484294,0.57910031229642,0.35494865961115,258141077.5678
0.73321648624013,0.032370188788831,0.57910033651787,0.35494866590586,258141077.56789
0.7332164641747,0.032370186093426,0.57910036074765,0.35494867220117,258141077.56799
0.73321644211614,0.032370183400027,0.5791003849706,0.35494867849325,258141077.56808
0.73321642005083,0.032370180704995,0.57910040920218,0.35494868478534,258141077.56818
0.7332163979925,0.032370178010273,0.57910043342722,0.35494869107364,258141077.56827
0.7332163759273,0.032370175315607,0.5791004576606,0.35494869736253,258141077.56837
0.73321635386909,0.032370172621259,0.57910048188745,0.35494870364761,258141077.56847
0.73321633181081,0.032370169928793,0.57910050611489,0.35494870993166,258141077.56856
0.73321630974578,0.032370167234685,0.57910053035098,0.35494871621574,258141077.56866
0.73321628768762,0.032370164542587,0.57910055458022,0.35494872249658,258141077.56875
0.7332162656228,0.032370161847161,0.57910057881841,0.35494872877687,258141077.56885
0.73321624356475,0.032370159155439,0.57910060304947,0.3549487350545,258141077.56894
0.73321622149994,0.03237015646208,0.57910062728916,0.35494874133215,258141077.56904
0.73321619944199,0.032370153770731,0.57910065152202,0.35494874760657,258141077.56913
0.73321617737729,0.032370151077744,0.57910067576351,0.35494875388101,258141077.56923
0.73321615531956,0.032370148385071,0.57910069999848,0.35494876015166,258141077.56933
0.7332161332619,0.032370145692589,0.57910072423435,0.35494876642069,258141077.56942
0.73321611119735,0.032370143000163,0.57910074847856,0.35494877269032,258141077.56952
0.73321608913967,0.03237014030975,0.57910077271593,0.35494877895671,258141077.56961
0.73321606707523,0.032370137617701,0.57910079696195,0.35494878522312,258141077.56971
0.73321604501766,0.032370134927663,0.57910082120114,0.35494879148631,258141077.5698
0.73321602295333,0.03237013223599,0.57910084544897,0.35494879774951,258141077.5699
0.73321600089597,0.032370129544632,0.57910086969026,0.35494880400892,258141077.56999
0.73321597883174,0.032370126853335,0.57910089393991,0.35494881026891,258141077.57009
